Geo Point;Geo Shape;Numéro Opération;Adresse (Dénomination opération);Année du financement/agrément;Bailleur social;Nombre total de logements financés;dont nombre de logements PLA I;dont nombre de logements PLUS;dont nombre de logements PLUS CD;dont nombre de logements PLS;Mode de réalisation;Commentaires;Arrondissements;Nature de programme;Coord_X_LB93;Coord_Y_LB93
48.8827620269, 2.35048172141;"{""type"": ""Point"", ""coordinates"": [2.350481721406263, 48.882762026933584]}";2111.0;158, BD MAGENTA;2012;PARIS HAB;11;3;4;0;4;acquisition réhabilitation;;10;logement familial;652366.8796;6864945.318
48.8285894256, 2.29890248983;"{""type"": ""Point"", ""coordinates"": [2.298902489828091, 48.82858942564075]}";2126.0;3 RUE JEAN SICARD;2012;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;648530.8739;6858954.187
48.890181237, 2.30112070288;"{""type"": ""Point"", ""coordinates"": [2.301120702880301, 48.890181236995225]}";2130.0;4, RUE PISSARO ET 8, RUE JEAN LOUIS FORAIN;2012;PARIS HAB;3;0;3;0;0;construction neuve;;17;logement familial;648754.3293;6865801.195
48.8295683333, 2.29598998715;"{""type"": ""Point"", ""coordinates"": [2.295989987145274, 48.82956833327074]}";2139.0;58 BD LEFEBVRE, 25-27 AV ALBERT BARTHOLOME, 4-10 RUE ANDRE THEURIET;2012;PARIS HAB;150;36;75;2;37;construction neuve;;15;logement familial;648318.0367;6859064.932
48.8227693569, 2.37565372986;"{""type"": ""Point"", ""coordinates"": [2.37565372985883, 48.82276935687882]}";2140.0;6 RUE DARMESTETER;2012;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;654160.1115;6858259.773
48.892855948, 2.35232882347;"{""type"": ""Point"", ""coordinates"": [2.35232882347146, 48.89285594801469]}";1016.0;4 ET 10 RUE EMILE CHAINE;2007;SIEMP;3;0;3;0;0;construction neuve;;18;logement familial;652511.5421;6866066.593
48.8714984792, 2.37516614775;"{""type"": ""Point"", ""coordinates"": [2.375166147749971, 48.871498479190564]}";1020.0;125, RUE DU FAUBOURG DU TEMPLE;2008;ADOMA;22;22;0;0;0;construction neuve;;10;maison relais;654167.1892;6863678.276
48.8690893254, 2.34971094803;"{""type"": ""Point"", ""coordinates"": [2.349710948030741, 48.86908932535725]}";1028.0;69 RUE DE CLERY;2008;FREHA;2;2;0;0;0;acquisition réhabilitation;;2;maison relais;652297.8347;6863425.472
48.8505037305, 2.38740024246;"{""type"": ""Point"", ""coordinates"": [2.387400242464548, 48.85050373049442]}";1032.0;39-39 BIS RUE DE MONTREUIL;2008;FONCIERE;4;0;0;0;4;construction neuve;;11;logement familial;655046.455;6861336.794
48.8947496153, 2.37441255428;"{""type"": ""Point"", ""coordinates"": [2.374412554276968, 48.89474961531748]}";1035.0;82 RUE CURIAL;2008;SAIRP;23;0;0;0;23;construction neuve;;19;logement familial;654132.3962;6866264.105
48.8909270187, 2.38187929243;"{""type"": ""Point"", ""coordinates"": [2.381879292431059, 48.89092701874239]}";1038.0;30, RUE DE L'OURCQ;2008;SIEMP;18;0;0;0;18;acquisition réhabilitation;"opération abandonnée; réagréée";19;logement familial;654676.5132;6865834.739
48.85561471, 2.400294066;"{""type"": ""Point"", ""coordinates"": [2.400294065997949, 48.855614710049046]}";1042.0;105, RUE ALEXANDRE DUMAS;2008;PARIS HAB;15;2;11;0;2;construction neuve;;20;logement familial;655996.9221;6861897.828
48.8854699897, 2.35582905225;"{""type"": ""Point"", ""coordinates"": [2.355829052245398, 48.88546998968077]}";1045.0;8, RUE AFFRE;2008;SIEMP;9;0;0;0;9;construction neuve;;18;logement familial;652761.4796;6865243.215
48.8808967365, 2.33140256482;"{""type"": ""Point"", ""coordinates"": [2.33140256482215, 48.880896736468905]}";1046.0;49, RUE BLANCHE;2008;AXIMO;71;0;0;0;71;acquisition réhabilitation;;9;établissement d'hébergement pour personnes âgées dépendantes;650965.9659;6864749.588
48.8778155599, 2.33307733888;"{""type"": ""Point"", ""coordinates"": [2.333077338880505, 48.87781555986982]}";1050.0;8 A 12, RUE DE LA TOUR DES DAMES;2008;PARIS HAB;84;17;50;0;17;construction neuve;;9;logement familial;651085.8949;6864405.943
48.8551215185, 2.38129244922;"{""type"": ""Point"", ""coordinates"": [2.381292449224346, 48.85512151845641]}";1056.0;20 RUE GODEFROY CAVAIGNAC;2008;LOG.FR.;18;4;14;0;0;acquisition réhabilitation;"opération abandonnée; réagréée";11;logement familial;654602.2878;6861853.746
48.8615335832, 2.37469957486;"{""type"": ""Point"", ""coordinates"": [2.374699574859542, 48.86153358318503]}";1074.0;6, RUE DE LA FOLIE MERICOURT;2008;RIVP;26;7;12;0;7;acquisition réhabilitation;;11;logement familial;654124.1913;6862570.525
48.8566765724, 2.40175001449;"{""type"": ""Point"", ""coordinates"": [2.401750014489855, 48.85667657243514]}";1081.0;37-39, RUE DES ORTEAUX;2008;SIEMP;10;0;10;0;0;acquisition réhabilitation;;20;logement familial;656104.644;6862015.088
48.8481744398, 2.30005830632;"{""type"": ""Point"", ""coordinates"": [2.30005830632278, 48.84817443984587]}";1084.0;35 A 39 RUE FREMICOURT 154-158 BD DE GRENELLE;2008;PARIS HAB;54;12;31;0;11;construction neuve;;15;logement familial;648635.0263;6861131.069
48.8340892684, 2.31576212396;"{""type"": ""Point"", ""coordinates"": [2.315762123961579, 48.83408926835715]}";1088.0;103, RUE DE L'OUEST;2008;COALLIA;15;15;0;0;0;construction neuve;;14;centre d'hébergement d'urgence;649773.8449;6859554.848
48.8888522197, 2.35609992185;"{""type"": ""Point"", ""coordinates"": [2.356099921851279, 48.88885221966029]}";1089.0;28, RUE DOUDEAUVILLE 60 RUE STEPHENSON;2008;SIEMP;12;6;6;0;0;acquisition réhabilitation;;18;logement familial;652784.4095;6865619.138
48.8501359529, 2.38989682397;"{""type"": ""Point"", ""coordinates"": [2.389896823970271, 48.8501359528759]}";1095.0;9, RUE GONNET;2008;BATIGERE;10;3;7;0;0;acquisition réhabilitation;;11;logement familial;655229.3385;6861294.482
48.8837289048, 2.28987525629;"{""type"": ""Point"", ""coordinates"": [2.289875256287039, 48.88372890479961]}";1096.0;62, RUE BAYEN;2008;PARIS HAB;11;0;11;0;0;acquisition réhabilitation;;17;logement familial;647923.321;6865091.094
48.8843153156, 2.35256609469;"{""type"": ""Point"", ""coordinates"": [2.352566094687637, 48.88431531556342]}";1113.0;2 RUE CAPLAT ET 32 RUE DE LA CHARBONNIERE;2008;BATIGERE;17;0;9;0;8;acquisition conventionnement;;18;logement familial;652521.1521;6865116.779
48.8368435618, 2.26007362353;"{""type"": ""Point"", ""coordinates"": [2.260073623533021, 48.83684356177694]}";1134.0;GROUPE MURAT 128, BOULEVARD MURAT;2008;PARIS HAB;4;0;4;0;0;acquisition réhabilitation;;16;logement familial;645689.042;6859897.956
48.8196508341, 2.36584321875;"{""type"": ""Point"", ""coordinates"": [2.36584321874689, 48.819650834107016]}";1136.0;PORTE DE CHOISY 5 RUE LACHELIER;2008;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;13;logement familial;653437.0483;6857918.771
48.8572252646, 2.402030886;"{""type"": ""Point"", ""coordinates"": [2.402030885997572, 48.85722526457907]}";1143.0;13, PASSAGE FREQUEL;2008;SIEMP;5;3;2;0;0;acquisition réhabilitation;;20;logement familial;656125.714;6862075.942
48.8557529561, 2.37887682045;"{""type"": ""Point"", ""coordinates"": [2.378876820450778, 48.85575295614714]}";1152.0;154 AVENUE LEDRU ROLLIN;2008;ELOGIE;32;0;32;0;0;acquisition conventionnement;;11;logement familial;654425.5968;6861925.348
48.8609465672, 2.34829199873;"{""type"": ""Point"", ""coordinates"": [2.348291998725725, 48.86094656721153]}";1156.0;8-10 RUE BERGER;2008;ELOGIE;7;0;7;0;0;acquisition conventionnement;;1;logement familial;652186.2767;6862520.92
48.8599755812, 2.34668137093;"{""type"": ""Point"", ""coordinates"": [2.346681370930492, 48.85997558122611]}";1160.0;18 RUE DES HALLES;2008;ELOGIE;5;0;5;0;0;acquisition conventionnement;;1;logement familial;652067.2195;6862413.931
48.866013158, 2.34156487939;"{""type"": ""Point"", ""coordinates"": [2.341564879392538, 48.86601315799903]}";1179.0;2 RUE DU VIDE GOUSSET;2008;ELOGIE;2;0;2;0;0;acquisition conventionnement;;2;logement familial;651697.4387;6863088.378
48.8586298977, 2.36266046662;"{""type"": ""Point"", ""coordinates"": [2.362660466618533, 48.85862989769683]}";1181.0;15 RUE PAYENNE;2008;ELOGIE;8;0;8;0;0;acquisition conventionnement;;3;logement familial;653238.3427;6862254.721
48.8586752684, 2.36096370508;"{""type"": ""Point"", ""coordinates"": [2.360963705078221, 48.858675268385745]}";1186.0;7 RUE BARBETTE;2008;ELOGIE;4;0;4;0;0;acquisition conventionnement;;3;logement familial;653113.8947;6862260.772
48.8559198673, 2.36771530455;"{""type"": ""Point"", ""coordinates"": [2.367715304553367, 48.85591986729127]}";1189.0;4 RUE DU PAS DE LA MULE;2008;ELOGIE;9;0;9;0;0;acquisition conventionnement;;3;logement familial;653606.7957;6861950.407
48.8629096242, 2.36166240532;"{""type"": ""Point"", ""coordinates"": [2.361662405317505, 48.862909624191886]}";1192.0;2-4 RUE DES OISEAUX;2008;ELOGIE;23;0;23;0;0;acquisition conventionnement;;3;logement familial;653168.9635;6862731.183
48.8513872936, 2.3560307847;"{""type"": ""Point"", ""coordinates"": [2.356030784699522, 48.851387293617435]}";1196.0;5 RUE DES DEUX PONTS;2008;ELOGIE;16;0;16;0;0;acquisition conventionnement;;4;logement familial;652745.3653;6861453.354
48.8569893102, 2.35701795108;"{""type"": ""Point"", ""coordinates"": [2.35701795108143, 48.85698931024381]}";1201.0;19 RUE VIEILLE DU TEMPLE;2008;ELOGIE;10;0;10;0;0;acquisition conventionnement;;4;logement familial;652822.8745;6862075.658
48.8609485417, 2.35050632304;"{""type"": ""Point"", ""coordinates"": [2.350506323036923, 48.86094854173146]}";1206.0;44 RUE QUINCAMPOIX;2008;ELOGIE;10;0;10;0;0;acquisition conventionnement;;4;logement familial;652348.7327;6862519.801
48.860457165, 2.35094726152;"{""type"": ""Point"", ""coordinates"": [2.350947261523593, 48.860457165001705]}";1207.0;111 RUE SAINT MARTIN;2008;ELOGIE;5;0;5;0;0;acquisition conventionnement;;4;logement familial;652380.6331;6862464.898
48.8359673935, 2.34506854193;"{""type"": ""Point"", ""coordinates"": [2.34506854192819, 48.8359673934587]}";1211.0;20  RUE DE LA GLACIERE;2008;PARIS HAB;72;10;47;0;15;acquisition conventionnement;;13;logement familial;651926.7502;6859745.433
48.8938526522, 2.33280495487;"{""type"": ""Point"", ""coordinates"": [2.3328049548734, 48.89385265216224]}";1213.0;29 RUE VAUVENARGUES;2008;PARIS HAB;25;5;15;0;5;acquisition conventionnement;;18;logement familial;651080.9857;6866189.34
48.8369164788, 2.26233280451;"{""type"": ""Point"", ""coordinates"": [2.262332804510062, 48.83691647877174]}";1214.0;MURAT 8-14 RUE DU GENERAL NIOX;2008;PARIS HAB;5;0;5;0;0;acquisition réhabilitation;;16;logement familial;645854.9379;6859904.512
48.8502939954, 2.27569595649;"{""type"": ""Point"", ""coordinates"": [2.27569595649021, 48.85029399541727]}";1215.0;VERSAILLES 5 RUE PIERRE LOUYS;2008;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;646849.415;6861382.865
48.837133016, 2.40896527425;"{""type"": ""Point"", ""coordinates"": [2.4089652742477, 48.83713301604181]}";1223.0;7 RUE ERNEST LEFEBURE;2008;ELOGIE;1;0;1;0;0;acquisition réhabilitation;;12;logement familial;656617.7731;6859838.035
48.8437949331, 2.40245405294;"{""type"": ""Point"", ""coordinates"": [2.402454052942654, 48.84379493306631]}";1224.0;36, RUE SIBUET;2008;ELOGIE;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656145.4611;6860582.372
48.8837599936, 2.34804911819;"{""type"": ""Point"", ""coordinates"": [2.348049118190046, 48.88375999362759]}";1225.0;24, BD DE ROCHECHOUART;2008;ANTIN;18;18;0;0;0;acquisition conventionnement;;18;maison relais;652189.4023;6865057.756
48.8255211433, 2.31885133731;"{""type"": ""Point"", ""coordinates"": [2.318851337312671, 48.82552114325723]}";1229.0;74, RUE DES PLANTES;2008;PARIS HAB;15;2;8;0;5;acquisition conventionnement;;14;logement familial;649992.3833;6858600.213
48.8840022772, 2.29141773193;"{""type"": ""Point"", ""coordinates"": [2.291417731932818, 48.88400227722015]}";1230.0;77-79, RUE LAUGIER ET 12, RUE GALVANI;2008;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;17;logement familial;648036.7075;6865120.475
48.8717590415, 2.38095365473;"{""type"": ""Point"", ""coordinates"": [2.380953654732425, 48.871759041489824]}";1243.0;26, RUE DE TOURTILLE;2008;SIEMP;7;3;4;0;0;acquisition réhabilitation;;20;logement familial;654591.9328;6863703.905
48.8993095152, 2.38027794651;"{""type"": ""Point"", ""coordinates"": [2.380277946508804, 48.899309515220715]}";1249.0;ZAC CLAUDE BERNARD LOTS A3, B1 ET C1 QUAI DE LA CHARENTE;2008;RIVP;142;14;57;0;71;construction neuve;;19;logement familial;654566.413;6866767.755
48.8628159763, 2.3819240893;"{""type"": ""Point"", ""coordinates"": [2.381924089300379, 48.862815976312476]}";1251.0;52, RUE SERVAN;2008;RIVP;20;20;0;0;0;construction neuve;;11;maison relais;654655.3305;6862708.944
48.839834137, 2.28092524276;"{""type"": ""Point"", ""coordinates"": [2.280925242760642, 48.839834137048044]}";1253.0;6, RUE VARET;2008;RIVP;5;0;5;0;0;construction neuve;;15;logement familial;647222.5463;6860216.334
48.839968432, 2.38827643118;"{""type"": ""Point"", ""coordinates"": [2.388276431180436, 48.83996843202497]}";1255.0;224-226, RUE DE CHARENTON;2008;RIVP;35;9;0;17;9;acquisition réhabilitation;;12;logement familial;655101.6746;6860164.87
48.8896277533, 2.36045143093;"{""type"": ""Point"", ""coordinates"": [2.360451430927258, 48.88962775327694]}";1261.0;94, RUE PHILIPPE DE GIRARD;2008;SIEMP;15;0;15;0;0;construction neuve;;18;logement familial;653104.1863;6865702.78
48.8849780421, 2.36512015669;"{""type"": ""Point"", ""coordinates"": [2.365120156687882, 48.88497804205592]}";1262.0;12 RUE CAILLIE  ET 7 RUE D'AUBERVILLIERS;2008;SIEMP;12;0;12;0;0;construction neuve;;18;logement familial;653442.3628;6865182.995
48.8568825398, 2.40023169169;"{""type"": ""Point"", ""coordinates"": [2.400231691687969, 48.85688253983618]}";1263.0;17-19, RUE DES ORTEAUX LOT 1;2008;SIEMP;20;3;17;0;0;construction neuve;;20;logement familial;655993.4163;6862038.835
48.8896277533, 2.36045143093;"{""type"": ""Point"", ""coordinates"": [2.360451430927258, 48.88962775327694]}";1270.0;94, RUE PHILIPPE DE GIRARD;2008;SIEMP;15;0;15;0;0;acquisition réhabilitation;;18;logement familial;653104.1863;6865702.78
48.8849780421, 2.36512015669;"{""type"": ""Point"", ""coordinates"": [2.365120156687882, 48.88497804205592]}";1271.0;12 RUE CAILLIE  ET 7 RUE D'AUBERVILLIERS;2008;SIEMP;8;5;0;0;3;acquisition réhabilitation;;18;logement familial;653442.3628;6865182.995
48.8930312694, 2.35242168759;"{""type"": ""Point"", ""coordinates"": [2.352421687587706, 48.89303126935142]}";1274.0;105, RUE DES POISSONNIERS;2008;SIEMP;12;0;6;0;6;acquisition réhabilitation;;18;logement familial;652518.5108;6866086.032
48.8723513898, 2.38017869065;"{""type"": ""Point"", ""coordinates"": [2.380178690646735, 48.872351389823656]}";1276.0;45, RUE DE TOURTILLE;2008;SIEMP;15;4;8;0;3;acquisition réhabilitation;;20;logement familial;654535.6061;6863770.216
48.8890563143, 2.35276247613;"{""type"": ""Point"", ""coordinates"": [2.352762476129402, 48.8890563142501]}";1281.0;22, RUE D'ORAN;2008;SIEMP;5;0;0;0;5;acquisition réhabilitation;;18;logement familial;652539.8744;6865643.833
48.8863132161, 2.31276230095;"{""type"": ""Point"", ""coordinates"": [2.312762300948412, 48.886313216122936]}";1288.0;120-124 RUE CARDINET;2009;ANTIN;18;0;11;0;7;construction neuve;;17;logement familial;649604.1901;6865363.602
48.8863132161, 2.31276230095;"{""type"": ""Point"", ""coordinates"": [2.312762300948412, 48.886313216122936]}";1289.0;120-124 RUE CARDINET;2009;ANTIN;40;40;0;0;0;construction neuve;;17;foyer pour jeunes travailleurs ou résidence pour jeunes;649604.1901;6865363.602
48.8534892956, 2.39889025969;"{""type"": ""Point"", ""coordinates"": [2.398890259688304, 48.853489295564884]}";1293.0;VIGNOLES EST SECTEUR RANCON;2009;ELOGIE;19;0;13;0;6;construction neuve;;20;logement familial;655892.1215;6861662.283
48.8821158128, 2.34134730619;"{""type"": ""Point"", ""coordinates"": [2.341347306191115, 48.88211581282088]}";1304.0;53, BD DE ROCHECHOUART;2009;PARIS HAB;11;3;0;8;0;acquisition réhabilitation;;9;logement familial;651696.4135;6864879.012
48.8355017198, 2.29299613273;"{""type"": ""Point"", ""coordinates"": [2.292996132726907, 48.835501719835605]}";1305.0;383-385, RUE DE VAUGIRARD;2009;PARIS HAB;175;0;175;0;0;construction neuve;;15;résidence pour étudiants;648104.1683;6859726.618
48.8898144939, 2.31640882821;"{""type"": ""Point"", ""coordinates"": [2.316408828213744, 48.88981449386847]}";1307.0;ZAC CARDINET CHALABRE- ILOT 2.1.1 LOT A 149-151, RUE CARDINET;2009;PARIS HAB;62;12;38;0;12;construction neuve;;17;logement familial;649874.9573;6865750.602
48.8636524949, 2.387011488;"{""type"": ""Point"", ""coordinates"": [2.387011488001675, 48.863652494870905]}";1309.0;58-58 BIS BD DE MENILMONTANT;2009;PARIS HAB;9;0;6;0;3;acquisition réhabilitation;;20;logement familial;655029.2782;6862799.049
48.862686934, 2.36240916382;"{""type"": ""Point"", ""coordinates"": [2.362409163816301, 48.86268693398479]}";1323.0;42, RUE CHARLOT;2009;ELOGIE;4;2;2;0;0;acquisition réhabilitation;;3;logement familial;653223.5476;6862705.979
48.8808967365, 2.33140256482;"{""type"": ""Point"", ""coordinates"": [2.33140256482215, 48.880896736468905]}";1325.0;49, RUE BLANCHE;2009;AXIMO;7;3;4;0;0;acquisition réhabilitation;;9;logement familial;650965.9659;6864749.588
48.8767791627, 2.3352581641;"{""type"": ""Point"", ""coordinates"": [2.335258164104514, 48.87677916265796]}";1327.0;43, RUE SAINT LAZARE;2009;PARIS HAB;18;1;12;0;5;acquisition conventionnement;;9;logement familial;651244.8692;6864289.354
48.843182815, 2.25520816043;"{""type"": ""Point"", ""coordinates"": [2.255208160427509, 48.84318281502012]}";1335.0;MOLITOR 37 AV DU GENERAL SARRAIL;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;16;logement familial;645338.5737;6860606.165
48.865200555, 2.40701027971;"{""type"": ""Point"", ""coordinates"": [2.407010279714761, 48.865200554969775]}";1341.0;BELGRAND 5 RUE GEO CHAVEZ;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;20;logement familial;656497.7157;6862959.978
48.8825757077, 2.33325837514;"{""type"": ""Point"", ""coordinates"": [2.33325837513996, 48.882575707713876]}";1343.0;29, RUE PIERRE FONTAINE;2009;HENEO;18;18;0;0;0;acquisition réhabilitation;;9;résidence sociale pour démuni;651103.6417;6864935.128
48.8301998783, 2.37031312422;"{""type"": ""Point"", ""coordinates"": [2.370313124215873, 48.830199878302054]}";1357.0;29, RUE CHARCOT;2009;LOG.FR.;14;3;8;0;3;acquisition conventionnement;;13;logement familial;653774.5978;6859089.075
48.859287196, 2.3666905827;"{""type"": ""Point"", ""coordinates"": [2.366690582698724, 48.85928719595612]}";1360.0;7-9, RUE DES ARQUEBUSIERS;2009;RIVP;3;0;3;0;0;acquisition conventionnement;;3;logement familial;653534.6125;6862325.428
48.8415555977, 2.30259823062;"{""type"": ""Point"", ""coordinates"": [2.302598230620584, 48.84155559765988]}";1366.0;77, RUE BLOMET;2009;PARIS HAB;14;1;9;0;4;acquisition conventionnement;;15;logement familial;648814.9128;6860393.474
48.8400472639, 2.40072329149;"{""type"": ""Point"", ""coordinates"": [2.400723291492183, 48.8400472638813]}";1371.0;12-14 BD PICPUS;2009;PARIS HAB;21;1;13;0;7;acquisition conventionnement;;12;logement familial;656015.2785;6860166.63
48.8335816931, 2.40592307273;"{""type"": ""Point"", ""coordinates"": [2.405923072727866, 48.83358169313939]}";1378.0;1 AVENUE DU GENERAL LAPERRINE;2009;PARIS HAB;1;1;0;0;0;acquisition réhabilitation;;12;logement familial;656391.5074;6859444.84
48.8863335904, 2.38759085792;"{""type"": ""Point"", ""coordinates"": [2.387590857920741, 48.88633359044011]}";1379.0;11, RUE DE LUNEVILLE;2009;PARIS HAB;22;0;0;0;22;acquisition conventionnement;;19;logement familial;655091.3419;6865320.71
48.8382278878, 2.31119130155;"{""type"": ""Point"", ""coordinates"": [2.311191301552772, 48.838227887818874]}";1383.0;112 RUE FALGUIERE;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;15;logement familial;649442.3486;6860017.933
48.8890420227, 2.34287186207;"{""type"": ""Point"", ""coordinates"": [2.342871862071733, 48.889042022700316]}";1388.0;29 RUE LAMARCK;2009;PARIS HAB;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;651814.6266;6865648.234
48.8293232876, 2.37576518859;"{""type"": ""Point"", ""coordinates"": [2.375765188585988, 48.829323287593674]}";1394.0;81-83, RUE DU CHEVALERET;2009;PARIS HAB;25;4;17;0;4;construction neuve;;13;logement familial;654174.0557;6858988.43
48.8398101984, 2.38701674767;"{""type"": ""Point"", ""coordinates"": [2.387016747673054, 48.8398101983835]}";1399.0;11, RUE DU CHAROLAIS;2009;SABLIERE;210;110;100;0;0;acquisition réhabilitation;;12;foyer pour jeunes travailleurs ou résidence pour jeunes;655009.0836;6860147.993
48.8886522178, 2.38419651498;"{""type"": ""Point"", ""coordinates"": [2.384196514980837, 48.88865221778787]}";1401.0;OURCQ JAURES LOT 4  10-12-14 RUE DE L'OURCQ;2009;SIEMP;90;0;90;0;0;construction neuve;;19;résidence pour étudiants;654844.4466;6865580.465
48.8468540917, 2.29013175108;"{""type"": ""Point"", ""coordinates"": [2.290131751075517, 48.8468540917089]}";1408.0;51-53, RUE DE LOURMEL 99-101, AVENUE EMILE ZOLA;2009;PARIS HAB;135;13;82;0;40;acquisition conventionnement;;15;logement familial;647905.2692;6860990.763
48.8670607936, 2.37597857349;"{""type"": ""Point"", ""coordinates"": [2.375978573492364, 48.86706079363799]}";1409.0;129 RUE SAINT MAUR;2009;RIVP;31;3;21;0;7;acquisition conventionnement;;11;logement familial;654222.8814;6863184.366
48.8395110094, 2.263797813;"{""type"": ""Point"", ""coordinates"": [2.263797813001029, 48.839511009399175]}";1410.0;14, RUE DAUMIER;2009;PARIS HAB;16;1;11;0;4;acquisition conventionnement;;16;logement familial;645965.1567;6860191.99
48.8654252088, 2.38931857668;"{""type"": ""Point"", ""coordinates"": [2.389318576681357, 48.86542520875828]}";1420.0;31 RUE DE TLEMCEN;2009;SABLIERE;37;37;0;0;0;acquisition réhabilitation;;20;centre d'hébergement d'urgence;655200.0544;6862994.85
48.849772627, 2.26908570251;"{""type"": ""Point"", ""coordinates"": [2.269085702513711, 48.84977262698052]}";1422.0;12, AVENUE BOUDON ET 55, RUE JEAN DE LA FONTAINE;2009;PARIS HAB;1;0;1;0;0;acquisition conventionnement;;16;logement familial;646363.8212;6861329.364
48.8870510191, 2.34613711616;"{""type"": ""Point"", ""coordinates"": [2.346137116161278, 48.88705101906934]}";1424.0;24 RUE FEUTRIER;2009;PARIS HAB;19;6;7;0;6;acquisition réhabilitation;;18;logement familial;652052.2198;6865424.858
48.8460521302, 2.40768845733;"{""type"": ""Point"", ""coordinates"": [2.407688457334292, 48.84605213023624]}";1428.0;25-29, RUE DE LA VOUTE;2009;BATIGERE;3;0;3;0;0;acquisition conventionnement;;12;logement familial;656531.4951;6860830.457
48.8322593054, 2.30684855421;"{""type"": ""Point"", ""coordinates"": [2.30684855421043, 48.83225930541635]}";1434.0;8, RUE DE L'HARMONIE;2009;BATIGERE;6;0;6;0;0;acquisition conventionnement;;15;logement familial;649117.7791;6859357.084
48.8773582559, 2.37135445412;"{""type"": ""Point"", ""coordinates"": [2.371354454121601, 48.87735825593697]}";1436.0;114 BD DE LA VILLETTE;2009;SIEMP;4;0;0;0;4;construction neuve;opération abandonnée;19;logement familial;653892.7872;6864332.063
48.8841620547, 2.33198194938;"{""type"": ""Point"", ""coordinates"": [2.331981949382175, 48.88416205470516]}";1447.0;ILOT MOULIN ROUGE 92 BD DE CLICHY;2009;IMM 3F;14;4;10;0;0;acquisition réhabilitation;;18;logement familial;651011.5279;6865112.311
48.8782299778, 2.37353308499;"{""type"": ""Point"", ""coordinates"": [2.373533084985773, 48.878229977762516]}";1471.0;25 BIS RUE DES CHAUFOURNIERS ET 24 AV MATHURIN MOREAU;2009;PARIS HAB;13;0;0;0;13;acquisition réhabilitation;;19;logement familial;654053.3418;6864427.723
48.8839434578, 2.37402409712;"{""type"": ""Point"", ""coordinates"": [2.374024097124114, 48.88394345780215]}";1473.0;33-35, AVENUE JEAN JAURES;2009;TOIT&JOIE;17;0;17;0;0;acquisition réhabilitation;;19;logement familial;654094.3896;6865062.742
48.8929676685, 2.35166365084;"{""type"": ""Point"", ""coordinates"": [2.351663650841005, 48.89296766854639]}";1484.0;12, RUE EMILE CHAINE;2009;SIEMP;1;0;1;0;0;acquisition réhabilitation;;18;logement familial;652462.8735;6866079.416
48.8727142157, 2.37961059963;"{""type"": ""Point"", ""coordinates"": [2.379610599633178, 48.87271421565986]}";1486.0;30, RUE DE BELLEVILLE;2009;SIEMP;1;1;0;0;0;acquisition réhabilitation;;20;logement familial;654494.254;6863810.887
48.8515019765, 2.36949388999;"{""type"": ""Point"", ""coordinates"": [2.369493889992471, 48.85150197650036]}";1488.0;28, RUE BISCORNET;2009;RIVP;21;6;9;0;6;acquisition réhabilitation;;12;logement familial;653733.3722;6861458.133
48.8330321671, 2.28906725286;"{""type"": ""Point"", ""coordinates"": [2.289067252855011, 48.833032167104825]}";497.0;403 BIS, RUE DE VAUGIRARD;2005;FLS;1;1;0;0;0;acquisition réhabilitation;;15;logement familial;647813.3143;6859454.622
48.8766933157, 2.35386075262;"{""type"": ""Point"", ""coordinates"": [2.353860752617368, 48.87669331574073]}";505.0;27, RUE DE CHABROL;2005;SIEMP;3;0;3;0;0;construction neuve;;10;logement familial;652609.157;6864268.483
48.8954028455, 2.34582548317;"{""type"": ""Point"", ""coordinates"": [2.34582548316546, 48.89540284553044]}";514.0;119 RUE DU MONT CENIS;2005;SIEMP;8;0;8;0;0;acquisition réhabilitation;;18;logement familial;652037.0622;6866353.726
48.8372697407, 2.3925132099;"{""type"": ""Point"", ""coordinates"": [2.392513209904119, 48.837269740688384]}";529.0;13, RUE DE LA LANCETTE;2005;PARIS HAB;30;0;0;0;30;acquisition conventionnement;;12;logement familial;655410.3243;6859862.402
48.8772571796, 2.30231911273;"{""type"": ""Point"", ""coordinates"": [2.3023191127314, 48.87725717957571]}";530.0;9-11 AVENUE BEAUCOUR;2005;EMMAUS HAB;13;13;0;0;0;construction neuve;;8;foyer pour jeunes travailleurs ou résidence pour jeunes;648829.5033;6864363.348
48.8630570293, 2.40597973718;"{""type"": ""Point"", ""coordinates"": [2.405979737180584, 48.86305702926648]}";1244.0;6, RUE DES LYANES;2008;SIEMP;2;2;0;0;0;acquisition réhabilitation;;20;logement familial;656420.3225;6862722.202
48.8725787312, 2.35528945176;"{""type"": ""Point"", ""coordinates"": [2.355289451756029, 48.87257873122079]}";1256.0;72, RUE DU CHATEAU D'EAU;2008;RIVP;26;9;14;0;3;construction neuve;;10;logement familial;652710.2065;6863810.113
